     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     147           47.01447194         20.47071499         26.54375695         71.11122258        117.24100821       2943.60982809          0.00000000
     148           47.21941397         20.79148555         26.42792842         66.22827949        119.07814304       3726.53505815          0.00000000
     149           46.75758155         20.45386607         26.30371548         61.57709916        117.14451013       4406.98495916          0.00000000
     150           46.64378019         20.46526967         26.17851052         57.48387753        117.20982145       5090.67472456          0.00000000
     151           46.64169893         20.58507867         26.05662026         54.16610260        117.89599821       5730.62475458          0.00000000
     152           46.96193219         21.01915087         25.94278132         51.84652368        120.38204043       6340.45217682          0.00000000
     153           46.32283235         20.48201007         25.84082228         50.67003517        117.30569802       6732.63783328          0.00000000
     154           46.74343162         20.98750394         25.75592768         50.63002077        120.20079039       7168.45337210          0.00000000
     155           46.70721537         21.01912901         25.68808637         51.54545641        120.38191521       7444.28236849          0.00000000
     156           46.44173412         20.80249725         25.63923687         53.12168546        119.14120989       7587.85390340          0.00000000
     157           46.13218591         20.52321587         25.60897004         54.98376606        117.54169412       7629.16677142          0.00000000
     158           46.16686714         20.57151526         25.59535188         56.77698624        117.81831706       7631.14502846          0.00000000
     159           45.93648914         20.34061896         25.59587018         58.23834505        116.49591504       7519.62667050          0.00000000
     160           45.83652558         20.22887869         25.60764688         59.15186353        115.85595003       7360.75036194          0.00000000
     161           46.34858805         20.72088460         25.62770345         59.40139268        118.67379337       7231.89165492          0.00000000
     162           46.95425652         21.30010069         25.65415583         58.96923881        121.99111172       7066.35555345          0.00000000
     163           47.61147781         21.92588518         25.68559263         57.91058179        125.57513921       6862.80925805          0.00000000
     164           46.97670783         21.25560256         25.72110526         56.36094117        121.73625961       6438.27336377          0.00000000
     165           47.00295987         21.24479716         25.75816271         54.53588298        121.67437433       6078.35571871          0.00000000
     166           47.03170795         21.23519157         25.79651638         52.65099689        121.61936063       5690.41541214          0.00000000
